,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,8.7,1,814.0,0,0,0,0,,,6-3,0,0,32.0,0,Deshaun Watson,,1207.0,0,67.4,90.0,10168.0,8.4,deshaun-watson-1,435,156,QB,0,157.5,0.0,0.0,,0.0,435.0,26.0,1934.0,4.4,26,1.0,,Career,5,2.0,Clemson,6,26,,215,1934,4.4,,0,,
Career,8.8,,44.0,,,,,,,6-3,,,1.0,,Nick Schuessler,,66.0,,66.7,3.0,564.0,8.5,nick-schuessler-1,23,,QB,,150.4,0.0,0.0,,0.0,23.0,0.0,3.0,0.1,0,,,Career,,,Clemson,,,,196,3,0.1,,,,
Career,7.2,0,492.0,0,0,0,0,,,6-4,0,0,16.0,0,Kelly Bryant,,762.0,0,64.6,31.0,5553.0,7.3,kelly-bryant-1,363,102,QB,0,135.0,0.0,0.0,,0.0,363.0,17.0,1215.0,3.3,17,0.0,,Career,6,0.0,Overall,6,17,,225,1215,3.3,,0,,
Career,6.3,,4.0,,,,,,,5-10,,,0.0,,Tucker Israel,,4.0,,100.0,0.0,25.0,6.3,tucker-israel-1,1,,QB,,152.5,0.0,0.0,,0.0,1.0,0.0,2.0,2.0,0,,,Career,,,Clemson,,,,180,2,2.0,,,,
Career,9.0,,1.0,,,,,,,6-1,,,0.0,,James Barnes,,1.0,,100.0,0.0,9.0,9.0,james-barnes-1,,,QB,,175.6,,,,,,,,,,,,Career,,,Clemson,,,,175,,,,,,
Career,8.5,0,619.0,0,0,0,0,,,6-3,0,0,27.0,0,Lamar Jackson,,1086.0,0,57.0,69.0,9043.0,8.3,lamar-jackson-1,655,300,QB,0,142.9,0,0,,0,655,50,4132,6.3,50,0.0,,Career,6,0.0,Louisville,6,50,,211,4132,6.3,,0,,
Career,6.4,0,214.0,,,0,0,,,6-2,0,0,16.0,,Kyle Bolin,,375.0,0,57.1,16.0,2815.0,7.5,kyle-bolin-1,41,,QB,,125.7,0,-8,-8.0,1,40,0,-81,-2.0,0,0.0,,Career,1,1.0,Overall,1,,,210,-89,-2.2,,0,,
Career,,,,,,,,,,6-0,,,,,Ethan Horton,,,,,,,,ethan-horton-2,1,,QB,,,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0,,,Career,,,Louisville,,,,205,1,1.0,,,,
Career,5.9,2,211,0,0,0,0,,,6-4,0,0,13,0,Jawon Pass,,382,1,55.2,14,2545,6.7,jawon-pass-1,113,30,QB,0,116.5,0,-5,-5.0,1,112,5,255,2.3,5,0.0,,Career,6,0.0,Louisville,8,5.0,,228,250,2.2,,0,,
Career,7.3,0.0,481.0,0.0,0.0,0.0,0.0,,,6-1,0.0,0.0,21.0,0.0,Deondre Francois,,829.0,0.0,58.0,36.0,6291.0,7.6,deondre-francois-1,195,48,QB,0.0,131.0,0.0,0.0,,0.0,195.0,8.0,205.0,1.1,8,0.0,,Career,1.0,0.0,Florida State,1.0,8,,205,205,1.1,,0.0,,
Career,6.9,,157,,,,,,,6-3,,,11,,Sean Maguire,,271,,57.9,16,2039,7.5,sean-maguire-1,18,,QB,,132.5,0,0,,0,18,0,-131,-7.3,0,,,Career,,,Florida State,,,,232,-131,-7.3,,,,
Career,4.8,,15,,,,,,,6-5,,,0,,J.J. Cosentino,,30,,50.0,2,104,3.5,jj-cosentino-1,7,,QB,,101.1,0,0,,0,7,0,-7,-1.0,0,,,Career,,,Florida State,,,,230,-7,-1.0,,,,
Career,7.6,,938,0,0,,,,,6-4,,,30,0,Ryan Finley,,1461,,64.2,63,11147,7.6,ryan-finley-1,216,30,QB,0,138.4,0,18,9.0,2,214,5,382,1.8,5,,,Career,,,Overall,,5,,210,400,1.9,,,,
Career,5.4,1,81,0,0,0,0,,,6-5,0,0,7,0,Jalan McClendon,,138,0,58.7,4,977,7.1,jalan-mcclendon-1,80,24,QB,0,117.6,0,0,,0,80,4,325,4.1,4,0.0,,Career,4,0.0,Overall,5,4,,221,325,4.1,,0,,
Career,6.4,1,761,0,0,0,0,,,6-1,0,0,41,0,John Wolford,,1275,0,59.7,59,8794,6.9,john-wolford-1,449,114,QB,0,126.5,0,18,9.0,2,447,19,1120,2.5,19,0.0,,Career,4,0.0,Wake Forest,5,19,,200,1138,2.5,,0,,
Career,3.3,,13.0,,,,,,,6-2,,,2.0,,Kyle Kearns,,35.0,,37.1,0.0,206.0,5.9,kyle-kearns-1,4,,QB,,75.2,0.0,0.0,,0.0,4.0,0.0,-31.0,-7.8,0,,,Career,,,Wake Forest,,,,195,-31,-7.8,,,,
Career,6.0,0.0,565,0.0,0.0,0.0,0.0,,,6-5,0.0,0.0,31,0.0,Patrick Towles,,1032,0.0,54.7,36,6829,6.6,patrick-towles-1,346,96,QB,0.0,115.8,1.0,37.0,9.3,4.0,342,15,647,1.9,16,0.0,,Career,5.0,0.0,Overall,5.0,16,,253,684,2.0,,0.0,,
Career,5.5,1,169,0,0,1,0,,,6-1,0,0,8,0,Darius Wade,,301,2,56.1,8,1842,6.1,darius-wade-1,85,6,QB,0,111.0,0,0,,0,85,1,163,1.9,1,0.0,,Career,2,0.0,Overall,3,1,,225,163,1.9,,0,,
Career,7.2,0,786,0,0,1,0,,,6-4,0,0,30,0,Eric Dungey,,1279,0,61.5,58,9340,7.3,eric-dungey-1,546,212,QB,0,133.1,0,8,2.7,3,543,35,1993,3.7,35,0.0,,Career,4,0.0,Syracuse,4,35,1.0,222,2001,3.7,,0,,
Career,5.4,0,183,0,0,0,0,,,6-2,0,0,10,0,Zack Mahoney,,343,0,53.4,18,1951,5.7,zack-mahoney-1,99,24,QB,0,112.6,0,0,,0,99,4,242,2.4,4,0.0,,Career,2,0.0,Syracuse,2,4,,211,242,2.4,,0,,
Career,1.5,,50,0,0,,,,,6-2,,,7,0,Austin Wilson,0.0,89,,56.2,1,425,4.8,austin-wilson-2,14,6,QB,0,84.3,0,0,,0,14,0,-38,-2.7,0,,,Career,,,Overall,,1,,220,-38,-2.7,,,,
Career,8.9,,268,0,0,,,,,6-3,,,8,0,Jerod Evans,,422,,63.5,29,3552,8.4,jerod-evans-1,204,72,QB,0,153.1,0,0,,0,204,12,846,4.1,12,,,Career,,,Virginia Tech,,12,,238,846,4.1,,,,
Career,6.3,0,102,0,0,0,0,,,6-4,0,0,7,0,Brenden Motley,,187,0,54.5,12,1253,6.7,brenden-motley-1,123,30,QB,0,124.5,0,13,13.0,1,122,5,420,3.4,5,0.0,,Career,2,0.0,Virginia Tech,2,5,,230,433,3.5,,0,,
Career,0.0,,0.0,,,,,,,6-3,,,0.0,,Jack Click,,1.0,,0.0,0.0,0.0,0.0,jack-click-1,2,,QB,,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.5,0,,,Career,,,Virginia Tech,,,,215,1,0.5,,,,
Career,8.6,,720,0,0,,,,,6-4,,,24,0,Brad Kaaya,,1188,,60.6,69,9968,8.4,brad-kaaya-1,94,24,QB,0,146.2,0,0,,0,94,4,-386,-4.1,4,,,Career,,,Miami (FL),,4,,215,-386,-4.1,,,,
Career,6.5,1,337,0,0,0,0,,,6-1,0,0,25,0,Malik Rosier,,632,0,53.3,34,4543,7.2,malik-rosier-1,205,72,QB,0,123.5,0,17,17.0,1,204,12,831,4.1,12,0.0,,Career,2,0.0,Miami (FL),3,12,,216,848,4.1,,0,,
Career,9.0,0,386,0,0,0,0,,,6-2,0,0,10,0,Mitch Trubisky,,572,0,67.5,41,4762,8.3,mitch-trubisky-1,121,48,QB,0,157.6,0,8,8.0,1,120,8,439,3.7,8,0.0,,Career,1,0.0,North Carolina,1,8,,222,447,3.7,,0,,
Career,6.1,0.0,284.0,,,0.0,0.0,,,6-1,0.0,0.0,14.0,,Nathan Elliott,,480.0,0.0,59.2,21.0,3149.0,6.6,nathan-elliott-1,88,,QB,,122.9,0.0,33.0,33.0,1.0,87.0,0.0,171.0,2.0,0,0.0,,Career,1.0,0.0,North Carolina,1.0,,,215,204,2.3,,0.0,,
Career,8.2,0,398,0,0,0,0,,,6-2,0,0,17,0,Nathan Peterman,,662,0,60.1,47,5236,7.9,nathan-peterman-1,173,32,QB,0,144.9,0,13,13.0,1,172,5,525,3.1,5,0.0,,Career,2,0.0,Overall,2,5,1.0,225,538,3.1,,0,,
Career,5.5,0.0,91.0,0.0,0.0,0.0,0.0,,,6-2,0.0,0.0,7.0,0.0,Ben DiNucci,,167.0,0.0,54.5,6.0,1107.0,6.6,ben-dinucci-1,57,8,QB,0.0,113.6,0.0,0.0,,0.0,57.0,1.0,144.0,2.5,1,0.0,,Career,1.0,0.0,Pitt,1.0,1,1.0,220,144,2.5,,0.0,,
Career,0.0,,0.0,,,,,,,6-2,,,0.0,,Manny Stocker,,2.0,,0.0,0.0,0.0,0.0,manny-stocker-1,9,,QB,,0.0,0.0,0.0,,0.0,9.0,0.0,27.0,3.0,0,,,Career,,,Overall,,,,215,27,3.0,,,,
Career,8.9,0,259,0,0,0,0,,,5-11,0,0,18,0,Justin Thomas,,532,0,48.7,40,4748,8.9,justin-thomas-3,504,132,QB,0,141.7,0,0,,0,504,22,2409,4.8,22,0.0,,Career,2,0.0,Georgia Tech,2,22,,185,2409,4.8,,5,,
Career,8.2,0,8,0,0,1,0,,,6-2,0,0,2,0,Matthew Jordan,,19,0,42.1,2,205,10.8,matthew-jordan-1,117,54,QB,0,146.4,0,0,,0,117,9,460,3.9,9,0.0,,Career,1,1.0,Georgia Tech,1,9,,208,460,3.9,,0,,
Career,7.7,1,92,0,0,0,0,,,5-10,0,0,9,0,TaQuon Marshall,,226,0,40.7,15,1836,8.1,taquon-marshall-1,482,184,QB,0,122.9,1,98,24.5,4,478,29,2189,4.6,30,0.0,,Career,1,0.0,Georgia Tech,2,30,2.0,185,2287,4.7,,0,,
Career,,1,,,,0,0,,,6-0,0,0,,,Jay Jones,,,0,,,,,jay-jones-5,2,,QB,,,0,0,,0,2,0,9,4.5,0,0.0,,Career,0,0.5,Georgia Tech,1,,,188,9,4.5,,0,,
Career,6.2,0.0,764.0,0.0,0.0,0.0,0.0,,,6-5,0.0,0.0,29.0,0.0,Daniel Jones,,1275.0,0.0,59.9,52.0,8201.0,6.4,daniel-jones-4,408,102,QB,0.0,122.9,0.0,6.0,3.0,2.0,406.0,17.0,1323.0,3.3,17,0.0,,Career,2.0,0.0,Duke,2.0,17,,215,1329,3.3,,0.0,,
Career,7.3,1,52,0,0,0,0,,,6-2,0,0,1,0,Parker Boehme,,91,0,57.1,4,631,6.9,parker-boehme-1,62,36,QB,0,127.7,0,0,,0,62,6,274,4.4,6,0.0,,Career,0,0.0,Duke,1,6,,220,274,4.4,,0,,
Career,5.8,,250.0,0.0,0.0,,,,,6-1,,,12.0,0.0,Quentin Harris,,438.0,,57.1,24.0,2588.0,5.9,quentin-harris-2,239,84,QB,0.0,119.3,0.0,24.0,24.0,1.0,238.0,14.0,785.0,3.3,14,,,Career,,,Duke,,14,,200,809,3.4,,,,
Career,6.3,,534.0,0.0,0.0,,,,,6-4,,,21.0,0.0,Kurt Benkert,,925.0,,57.7,46.0,5817.0,6.3,kurt-benkert-1,130,12,QB,0.0,122.4,0.0,0.0,,0.0,130.0,2.0,-134.0,-1.0,2,,,Career,,,Overall,,2,,215,-134,-1.0,,,,
Career,5.8,0,372,0,0,0,0,,,6-5,0,0,27,0,Matt Johns,,628,0,59.2,30,4233,6.7,matt-johns-1,89,12,QB,0,123.0,0,0,,0,89,2,185,2.1,2,0.0,,Career,1,0.0,Virginia,1,2,,215,185,2.1,,0,,
Career,-0.3,,6,0,0,,,,,6-2,,,1,0,Connor Brewer,,20,,30.0,0,40,2.0,connor-brewer-1,6,6,QB,0,36.8,0,0,,0,6,1,-16,-2.7,1,,,Career,,,Overall,,1,,195,-16,-2.7,,,,
Career,,2.0,,,,0.0,1.0,,,6-2,0.0,0.0,,,Joe Spaziani,,,0.0,,,,,joe-spaziani-1,,,QB,,,,,,,,,,,,0.0,,Career,1.0,0.0,Virginia,3.0,,,210,,,,0.0,,
Career,7.0,1,830,0,0,0,0,,,5-11,0,0,44,0,P.J. Walker,,1458,1,56.9,74,10668,7.3,pj-walker-1,343,56,QB,0,129.1,0,39,19.5,2,341,9,771,2.3,9,0.0,,Career,3,0.5,Temple,4,9,1.0,205,810,2.4,,0,,
Career,6.0,,138.0,,,,,,,6-0,,,8.0,,Logan Marchi,,251.0,,55.0,9.0,1687.0,6.7,logan-marchi-1,27,,QB,,116.9,0.0,0.0,,0.0,27.0,0.0,-32.0,-1.2,0,,,Career,,,Temple,,,,205,-32,-1.2,,,,
Career,7.3,0,167,0,0,0,0,,,6-4,0,0,12,0,Frank Nutile,,279,0,59.9,17,2225,8.0,frank-nutile-1,44,12,QB,0,138.4,0,0,,0,44,2,50,1.1,2,0.0,,Career,1,0.0,Temple,1,2,,225,50,1.1,,0,,
Career,8.7,2,565,0,0,0,0,,,6-0,0,0,23,0,Quinton Flowers,,980,0,57.7,71,8124,8.3,quinton-flowers-1,599,246,QB,0,146.5,0,-3,-3.0,1,598,41,3672,6.1,41,0.0,,Career,2,0.0,South Florida,4,41,,210,3669,6.1,,0,,
Career,4.3,1.0,53.0,,,0.0,0.0,,,6-1,0.0,0.0,4.0,,Brett Kean,,96.0,0.0,55.2,5.0,490.0,5.1,brett-kean-1,25,,QB,,106.9,0.0,0.0,,0.0,25.0,0.0,-14.0,-0.6,0,0.0,,Career,1.0,0.0,Overall,2.0,,,221,-14,-0.6,,0.0,,
Career,8.7,0.0,664.0,0.0,0.0,0.0,0.0,,,5-11,0.0,0.0,25.0,0.0,McKenzie Milton,,1074.0,0.0,61.8,73.0,8983.0,8.4,mckenzie-milton-1,295,120,QB,0.0,149.9,0.0,-1.0,-1.0,1.0,294.0,20.0,1098.0,3.7,20,0.0,,Career,1.0,0.0,Overall,1.0,20.0,,192,1097,3.7,,0.0,,
Career,5.7,0,395,0,0,0,0,,,6-4,0,0,31,0,Justin Holman,,739,0,53.5,34,4911,6.6,justin-holman-1,203,30,QB,0,116.1,0,24,24.0,1,202,5,494,2.4,5,0.0,,Career,2,0.0,UCF,2,5,,225,518,2.6,,0,,
Career,4.8,0,31,0,0,0,1,,,5-11,0,0,1,0,Nick Patti,,56,0,55.4,0,314,5.6,nick-patti-1,67,30,QB,0,98.9,1,104,8.0,13,54,4,221,4.1,5,0.0,,Career,3,0.0,Overall,3,5,,195,325,4.9,,0,,
Career,6.4,0,545,0,0,0,0,,,6-3,0,0,28,0,Hayden Moore,,955,0,57.1,42,6518,6.8,hayden-moore-1,228,68,QB,0,123.0,1,27,9.0,3,225,10,503,2.2,11,0.0,,Career,1,0.0,Cincinnati,1,11,1.0,215,530,2.3,,0,,
Career,8.1,0,505,0,0,0,0,,,6-4,0,0,26,0,Gunner Kiel,,833,0,60.6,56,6835,8.2,gunner-kiel-1,102,18,QB,0,145.5,0,0,,0,102,3,165,1.6,3,0.0,,Career,1,0.0,Cincinnati,1,3,,225,165,1.6,,0,,
Career,3.5,,51.0,0.0,0.0,,,,,6-3,,,6.0,0.0,Ross Trail,,79.0,,64.6,1.0,525.0,6.6,ross-trail-1,25,12,QB,0.0,109.4,0.0,0.0,,0.0,25.0,2.0,31.0,1.2,2,,,Career,,,Cincinnati,,2,,225,31,1.2,,,,
Career,7.4,1,509,0,0,0,0,,,6-2,0,0,19,0,Bryant Shirreffs,,827,0,61.5,31,6392,7.7,bryant-shirreffs-1,423,38,QB,0,134.2,0,6,6.0,1,422,6,1187,2.8,6,0.0,,Career,0,0.0,Overall,1,6,1.0,220,1193,2.8,,0,,
Career,7.9,0,10,,,0,0,,,6-1,0,0,0,,Garrett Anderson,,18,0,55.6,1,122,6.8,garrett-anderson-2,9,,QB,,130.8,0,12,12.0,1,8,0,2,0.3,0,0.0,,Career,1,0.0,Connecticut,1,,,224,14,1.6,,0,,
Career,6.5,0.0,406.0,0.0,0.0,0.0,0.0,,,6-1,0.0,0.0,22.0,0.0,Philip Nelson,,687.0,0.0,59.1,33.0,4800.0,7.0,philip-nelson-1,226,54,QB,0.0,127.2,1.0,7.0,3.5,2.0,224.0,8.0,605.0,2.7,9,0.0,,Career,2.0,0.0,Overall,1.0,9,,216,612,2.7,,0.0,,
Career,7.4,0,761,0,0,0,0,,,6-2,0,0,20,0,Gardner Minshew,,1168,0,65.2,62,8266,7.1,gardner-minshew-1,96,24,QB,0,138.7,0,0,,0,96,4,43,0.4,4,0.0,,Career,1,0.0,Overall,1,4,,216,43,0.4,,0,,
Career,11.7,,72.0,0.0,0.0,,,,,6-1,,,4.0,0.0,Will Worth,,118.0,,61.0,8.0,1397.0,11.8,will-worth-1,267,156,QB,0.0,176.1,0.0,0.0,,0.0,267.0,26.0,1208.0,4.5,26,,,Career,,,Navy,,26,,205,1208,4.5,,,,
Career,15.6,,13,0,0,,,,,5-10,,,2,0,Tago Smith,,18,,72.2,4,290,16.1,tago-smith-1,80,42,QB,0,258.7,0,0,,0,80,7,391,4.9,7,,,Career,,,Navy,,7,,201,391,4.9,,,,
Career,11.4,0,58,0,0,0,0,,,5-10,0,0,5,0,Malcolm Perry,,113,0,51.3,10,1311,11.6,malcolm-perry-1,636,258,QB,0,169.1,3,470,21.4,22,614,40,4359,7.1,43,0.0,,Career,1,0.0,Navy,1,43,,181,4829,7.6,,0,,
Career,7.1,,904,0,0,,,,,6-1,,,47,0,Dane Evans,,1577,,57.3,84,11680,7.4,dane-evans-1,244,62,QB,0,131.2,0,0,,0,244,10,72,0.3,10,,,Career,,,Tulsa,,10,1.0,210,72,0.3,,,,
Career,10.2,,7.0,,,,,,,6-3,,,0.0,,Ryan Rubley,,11.0,,63.6,1.0,92.0,8.4,ryan-rubley-1,5,,QB,,163.9,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0,,,Career,,,Tulsa,,,,220,0,0.0,,,,
Career,5.6,,84,0,0,,,,,6-2,,,2,0,Chad President,,162,,51.9,3,930,5.7,chad-president-1,96,54,QB,0,103.7,0,8,8.0,1,95,9,513,5.4,9,,,Career,,,Tulsa,,9,,226,521,5.4,,,,
Career,5.5,0,183,0,0,0,0,,,6-2,0,0,9,0,Kyle Postma,,281,0,65.1,8,1788,6.4,kyle-postma-1,97,48,QB,0,121.6,2,167,23.9,7,90,6,542,6.0,8,0.0,,Career,1,0.0,Houston,1,8,,200,709,7.3,,0,,
Career,8.6,0,661,0,0,0,0,,,5-11,0,0,19,1,D'Eriq King,,1048,0,63.1,76,8378,8.0,deriq-king-1,484,216,QB,0,150.5,3,520,8.5,61,423,32,2055,4.9,35,0.0,,Career,2,0.0,Overall,2,36.0,,195,2575,5.3,,0,,
Career,9.3,1,579,0,0,0,0,,,6-4,0,0,19,0,Riley Ferguson,,917,0,63.1,70,7955,8.7,riley-ferguson-1,125,60,QB,0,157.1,0,0,,0,125,10,-48,-0.4,10,0.0,,Career,0,0.0,Memphis,1,10,,210,-48,-0.4,,0,,
Career,9.3,,24.0,0.0,0.0,,,,,6-3,,,0.0,0.0,Jason Stewart,,36.0,,66.7,3.0,274.0,7.6,jason-stewart-3,31,6,QB,0.0,158.1,0.0,0.0,,0.0,31.0,1.0,100.0,3.2,1,,,Career,,,Memphis,,1,,205,100,3.2,,,,
Career,6.9,1.0,783.0,0.0,0.0,0.0,0.0,,,6-1,0.0,0.0,36.0,0.0,Ben Hicks,,1403.0,0.0,55.8,73.0,9819.0,7.0,ben-hicks-1,162,18,QB,0.0,126.6,0.0,2.0,2.0,1.0,161.0,3.0,-94.0,-0.6,3,0.0,,Career,4.0,0.0,Overall,5.0,3,,217,-92,-0.6,,0.0,,
Career,6.0,0,279,0,0,0,0,,,6-0,0,0,13,0,Matt Davis,,517,0,54.0,21,3269,6.3,matt-davis-4,309,84,QB,0,115.5,0,0,,0,309,14,1465,4.7,14,0.0,,Career,3,0.0,SMU,3,14,,212,1465,4.7,,0,,
Career,6.6,,33,,,,,,,5-11,,,1,,Darrel Colbert,,60,,55.0,3,381,6.4,darrel-colbert-1,49,,QB,,121.5,0,4,4.0,1,48,0,109,2.3,0,,,Career,,,Overall,,,,207,113,2.3,,,,
Career,4.9,,102.0,0.0,0.0,,,,,6-0,,,8.0,0.0,Glen Cuiellette,,238.0,,42.9,10.0,1320.0,5.5,glen-cuiellette-1,120,6,QB,0.0,96.6,0.0,0.0,,0.0,120.0,1.0,216.0,1.8,1,,,Career,,,Tulane,,1,,215,216,1.8,,,,
Career,2.8,,18,0,0,,,,,6-1,,,1,0,Johnathan Brantley,,38,,47.4,0,152,4.0,johnathan-brantley-1,80,18,QB,0,75.7,0,0,,0,80,3,395,4.9,3,,,Career,,,Tulane,,3,,195,395,4.9,,,,
Career,10.6,0,1026,0,0,0,0,,,6-1,0,0,30,0,Baker Mayfield,,1497,0,68.5,131,14607,9.8,baker-mayfield-1,405,134,QB,0,175.4,1,2,2.0,1,404,21,1083,2.7,22,0.0,,Career,5,0.0,Overall,5,22,1.0,220,1085,2.7,,0,,
Career,6.7,0,289,0,0,0,0,,,6-2,0,0,13,0,Austin Kendall,,470,0,61.5,24,3255,6.9,austin-kendall-1,78,24,QB,0,131.0,0,0,,0,78,4,216,2.8,4,0.0,,Career,1,0.0,Overall,1,4.0,,215,216,2.8,,0,,
Career,9.9,1,915,0,0,0,0,,,6-5,0,0,26,0,Mason Rudolph,,1447,0,63.2,92,13618,9.4,mason-rudolph-1,228,102,QB,0,159.7,0,53,17.7,3,225,17,28,0.1,17,0.0,,Career,3,0.0,Oklahoma State,4,17,,230,81,0.4,,0,,
Career,8.4,1,303,0,0,0,0,,,6-6,0,0,13,0,Taylor Cornelius,,509,0,59.5,32,4198,8.2,taylor-cornelius-1,142,72,QB,0,144.4,0,24,8.0,3,139,12,514,3.7,12,0.0,,Career,1,0.0,Oklahoma State,2,12,,225,538,3.8,,0,,
Career,4.0,,1.0,,,,,,,6-6,,,0.0,,John Kolar,,2.0,,50.0,0.0,8.0,4.0,john-kolar-1,2,,QB,,83.6,0.0,0.0,,0.0,2.0,0.0,18.0,9.0,0,,,Career,,,Oklahoma State,,,,206,18,9.0,,,,
Career,8.1,1,524,0,0,0,0,,,6-0,0,0,24,0,Skyler Howard,,917,0,57.1,60,7302,8.0,skyler-howard-1,322,96,QB,0,140.4,0,0,,0,322,16,1105,3.4,16,0.0,,Career,0,0.0,West Virginia,1,16,,207,1105,3.4,,0,,
