,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,6.5,1.0,68,,,,,,,,,,4,,Julian Foster,,118,,57.6,6,830,7.0,julian-foster-1,56,6,QB,,126.7,,,,,56,1,32,0.6,1,0.0,,Career,0.0,0.0,Troy,1.0,1,,,32,0.6,,,,
Career,5.8,,6,,,,,,,,,,0,,Larry Dockery,,14,,42.9,1,61,4.4,larry-dockery-1,2,,QB,,103.0,,,,,2,0,13,6.5,0,,,Career,,,Troy,,,,,13,6.5,,,,
Career,4.3,,117,,,,,,,,,,11,,Sean Clayton,,227,,51.5,7,1331,5.9,sean-clayton-1,96,,QB,,101.3,0.0,16.0,16.0,1.0,95,0,265,2.8,0,,,Career,,,Florida Atlantic,,,,,281,2.9,,,,
Career,3.8,0.0,262,,,,,,,,,,22,,Daniel Meager,,473,,55.4,12,2555,5.4,daniel-meager-1,136,10,QB,,99.8,,,,,136,1,122,0.9,1,0.0,,Career,1.0,0.0,North Texas,1.0,1,2.0,,122,0.9,,,,
Career,3.6,0.0,64,,,,,,,,,,10,,Matt Phillips,,132,,48.5,7,791,6.0,matt-phillips-1,20,6,QB,,101.2,,,,,20,1,-37,-1.9,1,0.0,,Career,1.0,0.0,North Texas,1.0,1,,,-37,-1.9,,,,
Career,,46,,,,1.0,0.0,0.0,,,1,0,,,Steve Warren,,,1.0,,,,,steve-warren-1,,,QB,,,,,,,,,,,,0.0,,Career,41,5.0,North Texas,87,,,,,,0.0,0,0.0,
Career,7.8,,321,,,,,,,,,,14,,Taylor Tharp,,473,,67.9,32,3699,7.8,taylor-tharp-1,70,8,QB,,150.0,,,,,70,1,57,0.8,1,,,Career,,,Boise State,,1,1.0,,57,0.8,,,,
Career,7.4,,18,,,,,,,,,,2,,Bush Hamdan,,36,,50.0,4,276,7.7,bush-hamdan-1,6,,QB,,140.0,,,,,6.0,0.0,3.0,0.5,0,,,Career,,,Boise State,,,,,3,0.5,,,,
Career,6.4,1.0,584,,,,,,,,,,32,,Tom Brandstater,,989,,59.0,47,6857,6.9,tom-brandstater-1,132,52,QB,,126.5,,,,,132,8,152,1.2,8,0.0,,Career,2.0,0.5,Fresno State,3.0,8,2.0,,152,1.2,,,,
Career,9.4,0.0,1115,,,,,,,,,,42,,Colt Brennan,,1584,,70.4,131,14193,9.0,colt-brennan-1,267,98,QB,,167.6,,,,,267,15,547,2.0,15,0.0,,Career,1.0,0.0,Hawaii,1.0,15,4.0,,547,2.0,,,,
Career,7.9,1.0,180,,,,,,,,,,11,,Tyler Graunke,,294,,61.2,19,2429,8.3,tyler-graunke-1,57,28,QB,,144.5,0.0,1.0,1.0,1.0,56,4,89,1.6,4,0.0,,Career,1.0,0.0,Hawaii,2.0,4,2.0,,90,1.6,,,,
Career,3.9,,13,,,,,,,,,,1,,Chad Bozzo,,33,,39.4,1,155,4.7,chad-bozzo-1,12,,QB,,82.8,,,,,12,0,55,4.6,0,,,Career,,,San Jose State,,,,,55,4.6,,,,
Career,5.9,,12,,,,,,,,,,0,,J.P. Greco,,30,,40.0,1,157,5.2,jp-greco-1,12,,QB,,95.0,,,,,12,0,-3,-0.3,0,,,Career,,,San Jose State,,,,,-3,-0.3,,,,
Career,5.0,,3,,,,,,,,,,0,,Kevin Brown,,7,,42.9,0,35,5.0,kevin-brown-4,,,QB,,84.9,,,,,,,,,,,,Career,,,San Jose State,,,,,,,,,,
Career,9.0,,53,,,,,,,,,,2,,Jerod Walker,,76,,69.7,6,653,8.6,jerod-walker-1,96,6,QB,,162.7,,,,,96,1,328,3.4,1,,,Career,,,Utah State,,1,,,328,3.4,,,,
Career,5.5,1,381,,,,,,,,,,32,,Steven Wichman,,720,,52.9,23,4904,6.8,steven-wichman-1,99,18,QB,,111.8,1.0,7.0,7.0,1.0,98,1,-166,-1.7,2,0.0,,Career,3,0.0,Idaho,4,2,3.0,,-159,-1.6,,,,
Career,5.3,,195,,,,,,,,,,9,,Royal Gill,,328,,59.5,11,1930,5.9,royal-gill-1,41,,QB,,114.5,,,,,41,0,-157,-3.8,0,,,Career,,,New Mexico State,,,,,-157,-3.8,,,,
Career,6.9,0.0,903,,,,,,,,,,37,,Riley Skinner,,1349,,66.9,60,9762,7.2,riley-skinner-1,292,34,QB,,136.9,1.0,69.0,13.8,5.0,287,4,161,0.6,5,0.0,,Career,1.0,0.0,Wake Forest,1.0,5,2.0,,230,0.8,,,,
Career,6.2,0.0,243,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,16,0.0,Brett Hodges,0.0,399,0.0,60.9,18,2840,7.1,brett-hodges-1,76,14,QB,0.0,127.6,0.0,0.0,,0.0,76.0,2.0,-31.0,-0.4,2,0.0,0.0,Career,2.0,0.0,Overall,2.0,2,1.0,,-31,-0.4,0.0,0.0,,
Career,8.9,,6,,,,,,,,,,0,,Tribble Reese,,11,,54.5,2,58,5.3,tribble-reese-1,3,,QB,,158.8,,,,,3.0,0.0,12.0,4.0,0,,,Career,,,Clemson,,,,,12,4.0,,,,
Career,4.0,,2.0,,,,,,,,,,0.0,,Kyle Manley,,2.0,,100.0,0.0,8.0,4.0,kyle-manley-1,2,,QB,,133.6,,,,,2.0,0.0,-1.0,-0.5,0,,,Career,,,Georgia Tech,,,,,-1,-0.5,,,,
Career,0.0,,0,,,,,,,,,,0,,Jonathan Garner,,1,,0.0,0,0,0.0,jonathan-garner-1,1,,QB,,0.0,,,,,1,0,-1,-1.0,0,,,Career,,,Georgia Tech,,,,,-1,-1.0,,,,
Career,5.4,0.0,514,,,,,,,,,,22,,Jameel Sewell,,903,,56.9,24,5366,5.9,jameel-sewell-1,358,90,QB,,110.7,0.0,30.0,30.0,1.0,357,15,646,1.8,15,0.0,,Career,2.0,0.0,Virginia,2.0,15,,,676,1.9,,,,
Career,3.0,,1,,,,,,,,,,0,,Matt Perrelli,,1,,100.0,0,3,3.0,matt-perrelli-1,1,,QB,,125.2,,,,,1,0,1,1.0,0,,,Career,,,Miami (FL),,,,,1,1.0,,,,
Career,5.7,1.0,152,,,,,,,,,,14,,Cameron Sexton,,305,,49.8,13,2110,6.9,cameron-sexton-1,54,12,QB,,112.8,,,,,54,2,-68,-1.3,2,0.0,,Career,1.0,0.0,North Carolina,2.0,2,,,-68,-1.3,,,,
Career,6.4,0.0,877,,,,,,,,,,40,,Thaddeus Lewis,,1510,,58.1,67,10065,6.7,thaddeus-lewis-2,350,64,QB,,123.4,,,,,350,9,-78,-0.2,9,0.0,,Career,5.0,0.0,Duke,5.0,9,5.0,,-78,-0.2,,,,
Career,8.9,0.0,381,,,,,,,,,,18,,Joe Ganz,,585,,65.1,44,5125,8.8,joe-ganz-1,116,62,QB,,157.4,1.0,20.0,20.0,1.0,115,8,341,3.0,9,0.0,,Career,1.0,0.0,Nebraska,1.0,9,4.0,,361,3.1,,,,
Career,6.5,0.0,680,,,,,,,,,,34,,Josh Freeman,,1151,,59.1,44,8078,7.0,josh-freeman-1,214,126,QB,,124.7,,,,,214,20,343,1.6,20,0.0,,Career,3.0,0.0,Kansas State,3.0,20,3.0,,343,1.6,,,,
Career,7.9,1.0,932,,,,,,,,,,33,,Todd Reesing,,1461,,63.8,90,11194,7.7,todd-reesing-1,336,92,QB,,144.0,0.0,14.0,14.0,1.0,335,15,646,1.9,15,0.0,,Career,1.0,0.0,Kansas,2.0,15,1.0,,660,2.0,,,,
Career,7.6,,53,,,,,,,,,,2,,Joey Halzle,,83,,63.9,4,640,7.7,joey-halzle-1,5,,QB,,139.7,,,,,5.0,0.0,-30.0,-6.0,0,,,Career,,,Oklahoma,,,,,-30,-6.0,,,,
Career,0.0,,0,,,,,,,,,,0,,Hays McEachern,,1,,0.0,0,0,0.0,hays-mceachern-1,,,QB,,0.0,,,,,,,,,,,,Career,,,Oklahoma,,,,,,,,,,
Career,8.2,3.0,1157,,,,,,,,,,45,,Colt McCoy,,1645,,70.3,112,13253,8.1,colt-mccoy-1,447,122,QB,,155.0,,,,,447,20,1571,3.5,20,0.0,,Career,2.0,0.0,Texas,5.0,20,1.0,,1571,3.5,,,,
Career,7.1,1,401,,,,,,,,,,35,,Jevan Snead,,727,,55.2,48,5765,7.9,jevan-snead-1,138,42,QB,,133.9,0.0,42.0,21.0,2.0,136,7,248,1.8,7,0.0,,Career,2,0.0,Overall,3,7,,,290,2.1,,,,
Career,,,,,,,,,,,,,,,T.J. Sanders,,,,,,,,tj-sanders-1,2,,QB,,,,,,,2,0,2,1.0,0,,,Career,,,Texas A&M,,,,,2,1.0,,,,
Career,7.3,,309,,,,,,,,,,12,,Chris Todd,,519,,59.5,28,3756,7.2,chris-todd-1,82,,QB,,133.5,0,-5,-5.0,1,81,0,-180,-2.2,0,,,Career,,,Overall,,,,,-185,-2.3,,,,
Career,8.3,0.0,610,,,,,,,,,,31,,Zac Robinson,,999,,61.1,66,8317,8.3,zac-robinson-1,427,134,QB,,146.6,0.0,21.0,21.0,1.0,426,22,1858,4.4,22,0.0,,Career,5.0,0.0,Oklahoma State,5.0,22,1.0,,1879,4.4,,,,
Career,4.9,1.0,387,,,,,,,,,,30,,Blake Szymanski,,678,,57.1,27,4166,6.1,blake-szymanski-1,127,24,QB,,113.0,,,,,127,4,151,1.2,4,0.0,,Career,0.0,0.0,Baylor,1.0,4,,,151,1.2,,,,
Career,2.1,,9,,,,,,,,,,1,,Jabu Lovelace,,31,,29.0,0,111,3.6,jabu-lovelace-1,112,24,QB,,52.7,,,,,112,4,423,3.8,4,,,Career,,,Rutgers,,4,,,423,3.8,,,,
Career,6.5,,268,,,,,,,,,,13,,Jarrett Brown,,421,,63.7,16,2983,7.1,jarrett-brown-1,235,80,QB,,129.5,0.0,-1.0,-1.0,1.0,234,13,1138,4.9,13,,,Career,,,West Virginia,,13,1.0,,1137,4.8,,,,
Career,6.7,1,3,,,,,,,,,,0,,Markell Harrison,,3,,100.0,0,20,6.7,markell-harrison-1,5,6,QB,,156.0,,,,,5,1,33,6.6,1,0.0,,Career,0,0.0,West Virginia,1,1,,,33,6.6,,,,
Career,6.7,1.0,717,,,,,,,,,,44,,Matt Grothe,,1148,,62.5,52,8669,7.6,matt-grothe-1,547,142,QB,,133.2,0.0,28.0,14.0,2.0,545,23,2206,4.0,23,0.0,,Career,2.0,0.0,South Florida,3.0,23,2.0,,2234,4.1,,,,
Career,5.9,0.0,127.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,7.0,0.0,Grant Gregory,0.0,225.0,,56.4,8.0,1480.0,6.6,grant-gregory-1,137,18,QB,0.0,117.2,0.0,0.0,,0.0,137,3,438,3.2,3,0.0,0.0,Career,1.0,0.0,Overall,1.0,3,0.0,,438,3.2,0.0,0.0,,
Career,5.2,1.0,18,,,,,,,,,,0,0.0,Rob Schoenhoft,,26,,69.2,0,134,5.2,rob-schoenhoft-1,11,6,QB,,112.5,,,,,11,1,13,1.2,1,0.0,,Career,0.0,0.0,Ohio State,1.0,1,,,13,1.2,,,,
Career,6.4,0.0,104.0,,,,,,,,,,6.0,,Dustin Sherer,,194.0,,53.6,6.0,1389.0,7.2,dustin-sherer-1,51,12,QB,,117.8,,,,,51.0,2.0,22.0,0.4,2,0.0,,Career,1.0,0.0,Wisconsin,1.0,2,,,22,0.4,,,,
Career,2.9,,8,,,,,,,,,,1,,Jason Forcier,,16,,50.0,0,92,5.8,jason-forcier-1,8,,QB,,85.8,0.0,0.0,,0.0,8,0,11,1.4,0,,,Career,,,Overall,,,,,11,1.4,,,,
Career,8.0,0.0,444,,,,,,,,,,16,,Daryll Clark,,738,,60.2,43,5742,7.8,daryll-clark-1,190,132,QB,,140.4,,,,,190,22,619,3.3,22,0.0,,Career,1.0,0.0,Penn State,1.0,22,,,619,3.3,,,,
Career,10.9,,10,,,,,,,,,,0,,Paul Cianciolo,,17,,58.8,2,145,8.5,paul-cianciolo-1,1,,QB,,169.3,,,,,1.0,0.0,4.0,4.0,0,,,Career,,,Penn State,,,,,4,4.0,,,,
Career,-45.0,,0,,,,,,,,,,1,,Kevin Suhey,,1,,0.0,0,0,0.0,kevin-suhey-1,,,QB,,-200.0,,,,,,,,,,,,Career,,,Penn State,,,,,,,,,,
Career,6.5,0.0,294,,,,,,,,,,15,,Joey Elliott,,482,,61.0,24,3326,6.9,joey-elliott-1,99,30,QB,,129.2,,,,,99,5,295,3.0,5,0.0,,Career,1.0,0.0,Purdue,1.0,5,,,295,3.0,,,,
Career,6.4,0.0,565,,,,,,,,,,25,,Kellen Lewis,,981,,57.6,48,6395,6.5,kellen-lewis-1,367,108,QB,,123.4,1.0,104.0,34.7,3.0,364,17,1677,4.6,18,0.0,,Career,4.0,0.0,Indiana,4.0,18,,,1781,4.9,,,,
Career,6.3,0.0,257,,,,,,,,,,9,,Jake Christensen,,468,,54.9,21,2950,6.3,jake-christensen-1,127,12,QB,,118.8,,,,,127,2,27,0.2,2,0.0,,Career,1.0,0.0,Iowa,1.0,2,,,27,0.2,,,,
Career,5.9,0.0,408,,,,,,,,,,20,,Mike Kafka,,637,,64.1,19,4265,6.7,mike-kafka-1,269,74,QB,,123.9,1.0,24.0,24.0,1.0,268,11,887,3.3,12,0.0,,Career,1.0,0.0,Northwestern,1.0,12,1.0,,911,3.4,,,,
Career,6.3,,606,0,0,,,,,,,,44,0,Juice Williams,,1136,,53.3,56,8037,7.1,juice-williams-1,639,112,QB,0,121.3,0,-1,-0.5,2,637,18,2557,4.0,18,,0,Career,,,Illinois,,18,2,,2556,4.0,,,,
Career,6.8,,487,,,,,,,,,,25,,Martin Hankins,,805,,60.5,43,5770,7.2,martin-hankins-1,71,16,QB,,132.1,1.0,72.0,24.0,3.0,68,0,-13,-0.2,1,,,Career,,,Memphis,,1,5,,59,0.8,,,,
Career,8.5,1.0,120,,,,,,,,,,5,,Blake Joseph,,184,,65.2,10,1581,8.6,blake-joseph-1,83,6,QB,,149.9,0.0,12.0,4.0,3.0,80,1,217,2.7,1,0.0,,Career,0.0,0.0,Houston,1.0,1,,,229,2.8,,,,
Career,3.6,,33,0.0,0.0,,,,,,,,2,0.0,Drew Westling,0.0,66,,50.0,1,307,4.7,drew-westling-1,17,6,QB,0.0,88.0,0.0,0.0,,0.0,17.0,1.0,-23.0,-1.4,1,,0.0,Career,,,Overall,,1,0.0,,-23,-1.4,,,,
Career,7.2,0.0,424.0,,,,,,,,,,24.0,,Justin Willis,,684.0,,62.0,51.0,4991.0,7.3,justin-willis-1,330,46,QB,0.0,140.9,1.0,143.0,10.2,14.0,316,6,1063,3.4,7,0.0,,Career,3.0,0.0,SMU,3.0,7,2.0,,1206,3.7,,,,
Career,1.6,,20,,,,,,,,,,4,,Corey Slater,,44,,45.5,2,209,4.8,corey-slater-1,13,,QB,,82.2,,,,,13,0,27,2.1,0,,,Career,,,SMU,,,,,27,2.1,,,,
Career,3.7,,15,,,,,,,,,,1,,Kyle Wright,,39,,38.5,2,148,3.8,kyle-wright-2,9,,QB,,82.1,,,,,9,0,-42,-4.7,0,,,Career,,,UTEP,,,,,-42,-4.7,,,,
Career,5.6,,114,,,,,,,,,,8,,Anthony Scelfo,,211,,54.0,6,1427,6.8,anthony-scelfo-1,69,12,QB,,112.6,0.0,-10.0,-10.0,1.0,68,2,214,3.1,2,,,Career,,,Tulane,,2,,,204,3.0,,,,
Career,5.3,0.0,253,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,17,0.0,Kevin Moore,0.0,465,0.0,54.4,12,2969,6.4,kevin-moore-2,51,6,QB,0.0,109.2,0.0,24.0,12.0,2.0,49.0,1.0,-79.0,-1.6,1,0.0,0.0,Career,2.0,0.0,Tulane,2.0,1,0.0,,-55,-1.1,0.0,0.0,,
Career,4.9,,81,,,,,,,,,,3,,Evan Sharpley,,147,,55.1,5,761,5.2,evan-sharpley-1,44,,QB,,105.7,,,,,44,0,-94,-2.1,0,,,Career,,,Notre Dame,,,,,-94,-2.1,,,,
Career,5.1,,42,,,,,,,,,,4,,Jarod Bryant,,84,,50.0,2,569,6.8,jarod-bryant-1,255,74,QB,,105.2,1.0,5.0,5.0,1.0,254,11,1057,4.2,12,,,Career,,,Navy,,12,1.0,,1062,4.2,,,,
Career,4.0,2.0,243,,,,,,,,,,27,,Carson Williams,,462,,52.6,17,2738,5.9,carson-williams-1,80,4,QB,,102.8,0.0,-3.0,-3.0,1.0,79,0,-211,-2.7,0,0.0,,Career,1.0,0.0,Army,3.0,0,2.0,,-214,-2.7,,,,
Career,5.1,0.0,17,,,,,,,,,,2,,Kevin Dunn,,32,,53.1,2,212,6.6,kevin-dunn-1,10,,QB,,116.9,,,,,10.0,0.0,23.0,2.3,0,0.0,,Career,1.0,0.0,Army,1.0,,,,23,2.3,,,,
Career,6.8,0.0,407,,,,,,,,,,28,,Adam Dimichele,,674,,60.4,40,5024,7.5,adam-dimichele-1,211,40,QB,,134.3,1.0,46.0,23.0,2.0,209,5,17,0.1,6,0.0,,Career,2.0,0.0,Temple,2.0,6,2.0,,63,0.3,,,,
Career,1.2,2.0,2.0,,,,,,,,,,0.0,,Josh Febus,,5.0,,40.0,0.0,6.0,1.2,josh-febus-1,4,6,QB,,50.1,,,,,4,1,-8,-2.0,1,0.0,,Career,3.0,0.5,Ohio,5.0,1,,,-8,-2.0,,,,
Career,6.0,0.0,385,,,,,,,,,,31,,Julian Edelman,,706,,54.5,30,4997,7.1,julian-edelman-1,503,134,QB,0.0,119.2,0.0,11.0,11.0,1.0,502,22,2483,4.9,22,0.0,,Career,2.0,0.0,Kent State,2.0,22,1.0,,2494,5.0,,,,
Career,5.1,,48,,,,,,,,,,4,,Carlton Jackson,,96,,50.0,4,585,6.1,carlton-jackson-1,68,12,QB,,106.6,,,,,68,2,201,3.0,2,,,Career,,,Akron,,2,,,201,3.0,,,,
Career,6.8,0.0,966,,,,,,,,,,31,,Tyler Sheehan,,1494,,64.7,70,10117,6.8,tyler-sheehan-1,288,106,QB,,132.9,3.0,70.0,17.5,4.0,284,14,348,1.2,17,0.0,,Career,1.0,0.0,Bowling Green State,1.0,17,2.0,,418,1.5,,,,
Career,4.9,,511,,,,,,,,,,29,,Daniel Raudabaugh,,916,,55.8,24,5352,5.8,daniel-raudabaugh-1,93,,QB,,107.2,,,,,93,0,-38,-0.4,0,,,Career,,,Miami (OH),,,,,-38,-0.4,,,,
Career,7.6,0.0,1171,,,,,,,,,,36,,Dan Lefevour,,1763,,66.4,102,12905,7.3,dan-lefevour-1,674,298,QB,,142.9,1.0,58.0,19.3,3.0,671,47,2948,4.4,48,0.0,,Career,5.0,0.0,Central Michigan,5.0,48,5,,3006,4.5,,,,
Career,4.7,,45,,,,,,,,,,2,,Thomas Peregrin,,72,,62.5,4,347,4.8,thomas-peregrin-1,16,,QB,,115.8,,,,,16,0,-26,-1.6,0,,,Career,,,Western Michigan,,,,,-26,-1.6,,,,
Career,4.5,,68,,,,,,,,,,5,,Ryan Morris,,132,,51.5,4,744,5.6,ryan-morris-1,18,,QB,,101.3,,,,,18.0,0.0,-102.0,-5.7,0,,,Career,,,Northern Illinois,,,,,-102,-5.7,,,,
Career,8.7,0.0,678,,,,,,,6-2,,,22,,Nate Davis,,1124,,60.3,74,9233,8.2,nate-davis-1,176,66,QB,,147.1,1,28,9.3,3,173,10,499,2.9,11,0.0,,Career,1.0,0.0,Ball State,1.0,11,,226,527,3.0,,,,
Career,6.0,1.0,625,,,,,,,,,,29,,Aaron Opelt,,1074,,58.2,46,6804,6.3,aaron-opelt-1,200,106,QB,,120.1,1.0,32.0,16.0,2.0,198,16,537,2.7,17,0.0,,Career,3.0,0.0,Toledo,4.0,17,2.0,,569,2.8,,,,
Career,2.8,,14,,,,,,,,,,2,,Brandon Summers,,23,,60.9,1,135,5.9,brandon-summers-1,10,6,QB,,107.1,0,-22,-22.0,1,9,1,-20,-2.2,1,,,Career,,,Toledo,,1,,,-42,-4.2,,,,
Career,5.6,0.0,607,,,,,,,,,,25,,Andy Schmitt,,966,,62.8,33,5867,6.1,andy-schmitt-1,244,96,QB,,120.0,,,,,244,16,878,3.6,16,0.0,,Career,3.0,0.0,Eastern Michigan,3.0,16,,,878,3.6,,,,
Career,3.4,0.0,12.0,,,,,,,,,,1.0,1.0,Dontayo Gage,,25.0,,48.0,1.0,110.0,4.4,dontayo-gage-1,97,18,QB,,90.2,1,512,7.8,66,31.0,1.0,99.0,3.2,2,0.0,,Career,1.0,0.0,Eastern Michigan,1.0,3,,,611,6.3,,,,
Career,6.5,,98,,,,,,,5-11,,,4,,Marcus Jackson,,177,,55.4,9,1149,6.5,marcus-jackson-1,170,36,QB,,122.2,,,,,170,6,695,4.1,6,,,Career,,,Texas Christian,,6,,177,695,4.1,,,,
Career,,0,,,,2,0,0,,,,,,,Kevin Dunn,,,1,,,,,kevin-dunn-2,,,QB,,,,,,,,,,,,0.0,,Career,2,0.0,Utah,2,,,,,,0,,,
Career,4.0,0.0,380,,,,,,,,,,32,,Karsten Sween,,655,,58.0,21,3663,5.6,karsten-sween-1,146,16,QB,,105.8,0.0,1.0,1.0,1.0,145,2,-211,-1.5,2,0.0,,Career,2.0,0.0,Wyoming,2.0,2,2.0,,-210,-1.4,,,,
Career,,,,,,,,,,,,,,,Stinson Dean,,,,,,,,stinson-dean-1,1,,QB,,,,,,,1,0,5,5.0,0,,,Career,,,Wyoming,,,,,5,5.0,,,,
Career,5.8,,614,,,,,,,,,,29,,Donovan Porterie,,1058,,58.0,33,6756,6.4,donovan-porterie-1,198,22,QB,,116.5,1.0,28.0,14.0,2.0,196,2,-41,-0.2,3,,,Career,,,New Mexico,,3,2.0,,-13,-0.1,,,,
Career,5.8,,34.0,,,,,,,,,,3.0,,Shea Smith,,69.0,,49.3,4.0,458.0,6.6,shea-smith-1,68,36,QB,,115.5,,,,,68,6,268,3.9,6,,,Career,,,Air Force,,6,,,268,3.9,,,,
Career,4.3,0.0,361,,,0.0,0.0,0.0,,,0.0,0.0,29,,Kevin Craft,,645,0.0,56.0,13,3800,5.9,kevin-craft-1,134,,QB,,103.1,0.0,0.0,,0.0,134,0,66,0.5,0,0.0,,Career,4.0,0.0,Overall,4.0,,,,66,0.5,0.0,0.0,,
Career,7.0,1.0,253,,,,,,,,,,14,,Billy Farris,,418,,60.5,20,3173,7.6,billy-farris-1,64,,QB,,133.4,,,,,64,0,45,0.7,0,0.0,,Career,0.0,0.0,Colorado State,1.0,,,,45,0.7,,,,
Career,4.8,0,194,,,,,,,,,,13,,Rocky Hinds,,359,,54.0,8,2148,6.0,rocky-hinds-1,49,12,QB,,104.4,,,,,49,1,-49,-1.0,1,0.0,,Career,1,0.0,UNLV,1,1,3,,-49,-1.0,,,,
Career,8.3,,313,,,,,,,,,,16,,Mark Sanchez,,487,,64.3,41,3965,8.1,mark-sanchez-1,70,24,QB,,153.9,,,,,70,4,33,0.5,4,,,Career,,,USC,,4,,,33,0.5,,,,
Career,54.0,9.0,1.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,Garrett Green,,1.0,0.0,100.0,1.0,34.0,34.0,garrett-green-1,1,,QB,,715.6,0.0,0.0,,0.0,1.0,0.0,3.0,3.0,0,0.0,,Career,11.0,0.0,USC,20.0,,,,3,3.0,0.0,0.0,,
Career,5.6,0.0,217,,,,,,,,,,11,,Patrick Cowan,,411,,52.8,15,2478,6.0,patrick-cowan-1,76,12,QB,,110.1,,,,,76,2,53,0.7,2,0.0,,Career,1.0,0.0,UCLA,1.0,2,,,53,0.7,,,,
Career,5.2,,208,,,,,,,,,,12,,Danny Sullivan,,399,,52.1,13,2348,5.9,danny-sullivan-1,33,20,QB,,106.3,,,,,33.0,3.0,-37.0,-1.1,3,,,Career,,,Arizona State,,3,1.0,,-37,-1.1,,,,
Career,14.6,,5,,,,,,,,,,0,,Nathan Costa,,5,,100.0,0,73,14.6,nathan-costa-1,7,,QB,,222.6,0,0,,0,7,0,39,5.6,0,,,Career,,,Oregon,,,,,39,5.6,,,,
Career,4.4,0.0,254,,,,,,,,,,24,,Tavita Pritchard,,471,,53.9,15,2865,6.1,tavita-pritchard-1,142,6,QB,,105.3,0.0,25.0,25.0,1.0,141,1,173,1.2,1,0.0,,Career,1.0,0.0,Stanford,1.0,1,,,198,1.4,,,,
Career,10.4,0.0,661,,,,,,,,,,16,,Tim Tebow,,995,,66.4,88,9285,9.3,tim-tebow-1,692,342,QB,,170.8,,,,,692,57,2947,4.3,57,0.0,,Career,3.0,0.0,Florida,3.0,57,,,2947,4.3,,,,
Career,,,,,,,,,,,,,,,Butch Rowley,,,,,,,,butch-rowley-1,1,2,QB,,,,,,,1,0,3,3.0,0,,,Career,,,Florida,,0,1,,3,3.0,,,,
Career,6.2,,348,,,,,,,,,,22,,Jonathan Crompton,,629,,55.3,36,4187,6.7,jonathan-crompton-1,101,18,QB,,123.1,,,,,101,3,-16,-0.2,3,,,Career,,,Tennessee,,3,,,-16,-0.2,,,,
Career,7.4,0.0,564,,,,,,,,,,33,,Matthew Stafford,,987,,57.1,51,7731,7.8,matthew-stafford-1,142,44,QB,,133.3,0.0,-6.0,-6.0,1.0,141,6,213,1.5,6,0.0,,Career,2.0,0.0,Georgia,2.0,6,4,,207,1.5,,,,
Career,7.4,,218,,,,,,,,,,16,,Joe Cox,,389,,56.0,29,3016,7.8,joe-cox-1,35,2,QB,,137.5,,,,,35.0,0.0,-13.0,-0.4,0,,,Career,,,Georgia,,0,1.0,,-13,-0.4,,,,
Career,5.6,0.0,270,,,,,,,,,,22,,Chris Smelley,,479,,56.4,23,3210,6.7,chris-smelley-1,71,,QB,,119.3,,,,,71,0,-75,-1.1,0,0.0,,Career,4.0,0.0,South Carolina,4.0,,,,-75,-1.1,,,,
Career,0.3,,1,,,,,,,,,,0,,Cade Thompson,,4,,25.0,0,1,0.3,cade-thompson-1,,,QB,,27.1,,,,,,,,,,,,Career,,,South Carolina,,,,,,,,,,
Career,2.6,1.0,30,,,,,,,,,,5,,Tommy Beecher,,51,,58.8,2,320,6.3,tommy-beecher-1,21,,QB,,104.9,,,,,21.0,0.0,25.0,1.2,0,0.0,,Career,1.0,0.0,South Carolina,2.0,,,,25,1.2,,,,
Career,4.7,0.0,257,,,,,,,,,,18,,Mackenzi Adams,,492,,52.2,16,2779,5.6,mackenzi-adams-1,198,18,QB,,103.1,,,,,198,3,571,2.9,3,0.0,,Career,2.0,0.0,Vanderbilt,2.0,3,,,571,2.9,,,,
Career,5.1,,121,,,,,,,,,,12,,Mitch Mustain,,221,,54.8,13,1399,6.3,mitch-mustain-1,23,18,QB,,116.5,,,,,23,2,-18,-0.8,2,,,Career,,,Overall,,2,3.0,,-18,-0.8,,,,
Career,9.8,0.0,52,,,,,,,,,,2,,Ryan Perrilloux,,79,,65.8,8,704,8.9,ryan-perrilloux-1,55,14,QB,,169.0,,,,,55,2,220,4.0,2,0.0,,Career,1.0,0.0,LSU,1.0,2,1.0,,220,4.0,,,,
